,Expected entropy
baton,-7.724119425632491
livre,-7.724538607783031
trawl,-7.72464770070445
suets,-7.7249896644913285
phone,-7.7250949447125326
carob,-7.7254278318904985
sigma,-7.725488818644778
tango,-7.725730614881665
fused,-7.726099275944157
smith,-7.726528154006871
sisal,-7.726788044444552
tense,-7.726811888134195
midst,-7.727229580736235
prism,-7.727613766061736
darer,-7.727856280777693
muted,-7.72803201821733
pawed,-7.72806846057647
debit,-7.728581228674757
pecks,-7.728693111383426
irked,-7.728750957254849
bract,-7.729020703220464
cargo,-7.729204468626817
styli,-7.729495490379303
flays,-7.7305992518551605
gases,-7.730669502365277
mural,-7.731267070327962
stoas,-7.732310505641172
tools,-7.732765622919327
goths,-7.732852433202237
ounce,-7.733041362203655
exits,-7.73335714443599
lasts,-7.7340177579267495
letup,-7.734234629346795
faced,-7.734544331310213
flags,-7.735087301377981
alias,-7.735213797284484
giber,-7.735286418492423
silts,-7.735287344787632
whale,-7.735896724274156
bison,-7.736260043367766
curbs,-7.7369680020035245
tramp,-7.737148925336062
thorn,-7.738109656689133
roved,-7.738214966097505
malty,-7.738256452433123
trots,-7.738300136704899
heady,-7.738715933866336
perdu,-7.73873144899037
wefts,-7.739252794826668
coupe,-7.739782315847024
sedgy,-7.739893350359036
whose,-7.741499952754837
doily,-7.742008705797001
gages,-7.742141881539613
dicta,-7.742166025294483
shelf,-7.742400590689319
slots,-7.7425198729832525
packs,-7.742946028555851
silos,-7.743226890768041
spang,-7.743324291850416
hoped,-7.743532998481446
valor,-7.743662052371659
apses,-7.743682769769698
audit,-7.744272418130219
spank,-7.745124049587174
ticks,-7.745256059182531
amped,-7.745289467492568
panty,-7.745315520594948
calve,-7.745476360702947
riven,-7.745658078783803
whens,-7.7457648359501
razed,-7.7468952081873
mince,-7.7469359091947645
sumac,-7.7469852060705655
faker,-7.746988723641527
broil,-7.747034756487387
waifs,-7.747576735653282
wafer,-7.748818355263598
relax,-7.749067964474981
boxes,-7.749556707682982
milks,-7.749565050630146
voids,-7.749732032640461
waker,-7.750044567237478
flame,-7.7501358938566325
gimel,-7.750499979563349
stack,-7.75053375666984
rehab,-7.7510984079115515
peach,-7.751285423755821
duple,-7.752161739865763
trier,-7.752428431541877
loots,-7.752487353234924
flabs,-7.752978488708914
burps,-7.7533169751931155
shove,-7.753615727430411
neons,-7.7536683309576295
float,-7.753797509293804
works,-7.753870510325057
apish,-7.753878589159167
yawns,-7.753882875073358
sects,-7.7540084142917145
demon,-7.754093291592699
denim,-7.754204506903335
forks,-7.754221067324383
dykes,-7.754423136249432
sting,-7.754484481982508
cagey,-7.7554196626580385
ioctl,-7.755452984512541
ogled,-7.755882523241509
leafy,-7.75604152383832
pinto,-7.756169823236274
thuds,-7.756859928947348
soupy,-7.756971117677627
dicey,-7.757059764251398
shank,-7.757143619496124
biome,-7.757310409990133
axons,-7.757750601325243
mavis,-7.757823148060994
pings,-7.758316699750322
spacy,-7.758363363151304
begat,-7.75893722480662
fable,-7.759394502861276
torte,-7.759715280193225
loamy,-7.759842643818934
meets,-7.759870736014843
dared,-7.760120045184709
draft,-7.760282331215608
rumps,-7.760721872290464
pipes,-7.760886546761244
hocus,-7.761552758864176
plows,-7.761741712503703
haunt,-7.761934982044197
slits,-7.762190798595038
demur,-7.7621979594991455
flops,-7.762489465772114
foyer,-7.7626201875859735
sprig,-7.763010590477834
wafts,-7.763481186888636
comps,-7.763696316104695
penes,-7.763850042565162
inept,-7.763924750327547
argon,-7.76424292265426
melba,-7.764392131046137
stink,-7.764866335015065
inapt,-7.765335814708808
fives,-7.765648014015737
basic,-7.765802238314416
beers,-7.766470057219819
fangs,-7.766716441434841
chine,-7.766724009865963
modal,-7.766953852198153
irony,-7.767434021028369
drily,-7.768203986909489
lungs,-7.76851208381703
wined,-7.768742472336561
whirs,-7.768801305658573
entry,-7.768832310742042
toter,-7.76928533343113
fined,-7.769660358742724
novae,-7.770388933004718
threw,-7.770581093520164
virus,-7.77070124870835
serge,-7.770757401545546
carer,-7.770869131982221
visor,-7.771020754394113
krona,-7.771025217889981
homed,-7.771160922667527
ocher,-7.771177459488443
metes,-7.771312518644784
frogs,-7.77153366655845
abend,-7.772870480862799
licks,-7.772920295629996
wives,-7.773742609837992
flora,-7.774007867317289
limbs,-7.7747342935255
blash,-7.775052034868994
sodas,-7.775596648176643
soaps,-7.775774894845601
reuse,-7.776291872997778
cuber,-7.77635298569205
tonic,-7.776439968430403
parer,-7.7764548340146815
eased,-7.776846648606032
terra,-7.777180372092015
obeys,-7.777487726341476
steel,-7.77793525516012
adult,-7.778046710959353
auric,-7.778172001693509
tempo,-7.778234002242767
third,-7.7784843331813045
snack,-7.7785505038679315
sided,-7.779165384789081
rolls,-7.779354949142689
henry,-7.7794233409444615
inker,-7.780006607026343
jakes,-7.780025684163261
kinds,-7.780233544744986
value,-7.780395153555932
flics,-7.780834035584482
hiker,-7.780842416685143
lusty,-7.780931731141723
peens,-7.780959433429044
infer,-7.781890801635471
deign,-7.781906602862933
spiny,-7.7823271003012975
flaks,-7.782407302088496
altho,-7.783191768040202
fresh,-7.783244183301837
beady,-7.78329469053159
donut,-7.783370277191712
octal,-7.783577017510934
psalm,-7.784521210794142
famed,-7.7846352790129405
cigar,-7.784838598939371
amble,-7.785064424681819
welsh,-7.785288232424881
tumor,-7.785347372557906
cover,-7.7860244780366274
venal,-7.78616641405279
corny,-7.786206900259911
snaky,-7.78623646342421
amour,-7.786319257134239
brows,-7.786628190565813
piton,-7.787021377699737
monks,-7.7878941821267444
felon,-7.788352168928956
tipsy,-7.78843867402337
lisle,-7.788695557135375
stomp,-7.788732287911796
jolts,-7.789229272261751
teems,-7.789611802520094
gnarl,-7.789805217767579
warty,-7.7908478274234225
auras,-7.790909453812361
yogis,-7.791089468320807
dells,-7.791220848605859
salad,-7.7919581181400455
flips,-7.792343959608332
curio,-7.792523278366147
tubed,-7.792575450073225
winds,-7.792839648096455
taxed,-7.792944216215551
suing,-7.793017422179433
buena,-7.793167424591535
finds,-7.79367197605829
bower,-7.7940744846563685
start,-7.794336660466879
wield,-7.7948663100323365
howls,-7.795394579741517
field,-7.795503763647775
urged,-7.796023734205704
gonad,-7.796056231710014
fecal,-7.796607691497442
prima,-7.796794940796252
shiny,-7.7968161286641875
heels,-7.796893301818418
ached,-7.7970617011133365
relet,-7.79706400106631
shawl,-7.797357362877304
pinks,-7.797595919307318
blued,-7.797601095625731
brief,-7.797632651931029
yolks,-7.798365521358469
rived,-7.798440951368354
sebum,-7.799083646337583
ganef,-7.799309250253884
softy,-7.799988406530299
vista,-7.8002585352100615
carpy,-7.800305750105141
unmet,-7.800373673497381
mesas,-7.80046672294863
gofer,-7.800625270072993
ranch,-7.800703552633893
sends,-7.800892090232594
decry,-7.801253141716627
toast,-7.8013228113958695
break,-7.801874477389905
kraut,-7.801926302031396
honks,-7.802028587505251
shirk,-7.802206227102681
globs,-7.802228269348217
aloft,-7.8022851513724145
cornu,-7.802818750694002
assed,-7.80303751898695
diver,-7.803547180892013
sleds,-7.803702902568468
orbit,-7.80401055078008
grows,-7.804238894521774
forge,-7.804384551962089
dicot,-7.804945324443845
podia,-7.805453550014042
tsars,-7.8054795570801145
torch,-7.805836818122786
frigs,-7.80603277508325
linty,-7.806527055820058
baric,-7.806703442030045
broke,-7.807267389608906
dunce,-7.8078692745552685
films,-7.808272593534348
gamey,-7.808330824920433
adopt,-7.808881123791632
toons,-7.809025243943262
tolls,-7.809047015989362
chops,-7.809918283844888
glued,-7.8101071453007105
torso,-7.810230734233278
organ,-7.810240387078956
goeth,-7.810905176719732
isles,-7.810980784090491
titer,-7.8110660739201085
treat,-7.8111743732818635
muley,-7.811392940431147
skyed,-7.811685695802403
russe,-7.811983480959993
czars,-7.812065198841971
grief,-7.812274502500367
rowan,-7.812350224484862
sands,-7.812561560003458
count,-7.812876171880391
wurst,-7.8131963139092475
gaily,-7.813216991971864
posse,-7.813381631566778
hoses,-7.813854257466849
doors,-7.814096252701326
guard,-7.814535341362859
silky,-7.814893087753403
nomad,-7.81539918253498
eared,-7.816424764314198
purge,-7.817223159296863
craft,-7.818295469002708
cobra,-7.8183391391841255
actin,-7.8185311696143325
capon,-7.818692772318753
pseud,-7.818732700740357
rhino,-7.8190030611340555
delft,-7.81905522951514
drank,-7.819372913156375
chard,-7.819380519360978
whore,-7.819945269989825
plums,-7.820021747961821
sours,-7.820298381426275
clave,-7.820728392674431
therm,-7.821246605486606
nicad,-7.821320098904824
moult,-7.821658796384975
drove,-7.822095776853812
bilks,-7.8224930434934485
croak,-7.822848293432546
misty,-7.823205283967336
hardy,-7.82336479186551
seeth,-7.823423538389604
bongs,-7.823823617513752
voted,-7.823963751811666
slick,-7.824374511217587
groin,-7.825011752350774
pismo,-7.825017331975715
widen,-7.825188981750379
stirs,-7.825397460643103
semis,-7.825687233837489
lasso,-7.825724733104963
saves,-7.826387264323016
okays,-7.8277465193074445
idyls,-7.827761687299304
elate,-7.828043319320061
flute,-7.828108530340562
truly,-7.828348696565942
scudo,-7.8284296732838605
loved,-7.828627564406208
tetra,-7.829119985504224
biker,-7.82937579852282
hawed,-7.8298411383690985
gleam,-7.8304418731934575
clout,-7.830512520448714
choir,-7.831048371030624
whits,-7.831437234942648
merse,-7.831596846811892
mimes,-7.83246457720546
gaunt,-7.832895400333869
aleck,-7.833033003485853
tench,-7.833506928079569
fetid,-7.833595719418789
xored,-7.833705616819174
covet,-7.833865300388224
golfs,-7.834935720396713
ochre,-7.835095719664766
sicko,-7.835186162600582
smirk,-7.835919924794066
proud,-7.836384129227484
bland,-7.836897386475208
front,-7.837072179955937
scamp,-7.837415191401206
sight,-7.8378723561770745
fairy,-7.838152285319894
beets,-7.838179426853836
often,-7.838499757308144
beryl,-7.838500913561819
dress,-7.838836234631587
cells,-7.839503533704599
bowls,-7.839716875061086
lazed,-7.840812930742908
track,-7.841113285040546
craze,-7.841214342077397
thief,-7.841283237192009
fiber,-7.841413908020083
spars,-7.841448356820291
fiord,-7.8416152430066814
image,-7.841974651322009
rills,-7.842255546039479
sheer,-7.843568452067195
badge,-7.843722982939919
docks,-7.844145925060194
gland,-7.844362831237062
gusto,-7.844411310884811
supes,-7.844772829444561
drive,-7.845022956307988
dashy,-7.8452628580380805
claim,-7.845539484521429
world,-7.846289807050308
chant,-7.846471579215788
crony,-7.846512991438531
liven,-7.84684279103766
nests,-7.846859217304527
glary,-7.847020918420424
noose,-7.848100473545155
foray,-7.848780873747572
hacks,-7.8488412266681555
along,-7.84906864894275
reify,-7.849263722771436
snafu,-7.849602859180116
fault,-7.850136389476781
jilts,-7.850249913992726
epsom,-7.850363142226854
edict,-7.850697182688362
robin,-7.85083214026662
trite,-7.850868254833968
mylar,-7.851157197486407
spawn,-7.851194298136176
scars,-7.851494231212392
perch,-7.852185172211756
novel,-7.852704445873764
latch,-7.852748648841436
knead,-7.852754633266839
chips,-7.853118747519734
fawns,-7.853670980837689
lumps,-7.854028467195388
needs,-7.854600241344345
pilau,-7.854888477623768
murks,-7.854994593076977
biped,-7.855628457739239
manly,-7.856119698517919
halve,-7.857283801777433
atlas,-7.85751389454728
rente,-7.858384614038787
stogy,-7.858395380917221
dados,-7.858443397134905
brave,-7.85889105184891
loons,-7.858900170171962
lunge,-7.859389665267093
align,-7.860119872958597
flirt,-7.860141732163666
bonks,-7.8602457162401285
slaps,-7.861630003582791
titre,-7.8618234748128835
dosed,-7.86187557559544
mirth,-7.862449301021068
tempi,-7.862568190141207
yowls,-7.8628027331799535
coked,-7.863041567854372
kudos,-7.863531391701184
flaws,-7.863962536988616
minks,-7.8640665734375625
could,-7.8640793269267615
foxes,-7.864261345470085
mover,-7.8645429777469875
mercy,-7.864846422995762
impel,-7.865336142250549
calls,-7.865877001532832
chide,-7.866308636504148
slung,-7.866486679331352
bogie,-7.868293081324389
chute,-7.868390048969426
phage,-7.868823334938306
poufs,-7.868894847424186
reeks,-7.868913049395046
caved,-7.869073275967238
racer,-7.869129982110118
tilts,-7.8692878761570855
baked,-7.869669231146376
grout,-7.869868553543622
exams,-7.869894594749664
panic,-7.8700665917303985
blend,-7.870098962467608
folia,-7.870197365558967
unsew,-7.870405032609307
kyrie,-7.870466270670062
cowed,-7.870562672734823
roods,-7.8708067971008
thees,-7.871446305100019
antic,-7.871464152936566
tills,-7.871625734704771
joins,-7.871712343935353
snots,-7.871851652196247
bilge,-7.8719896299201855
crass,-7.872423371905664
unary,-7.872491358645619
becks,-7.872925373626902
folks,-7.8730939309002705
fiery,-7.873393165471898
yawed,-7.873886893874675
gulps,-7.874372317812203
grave,-7.8748509157461735
jibes,-7.874868515148059
skies,-7.8750315685515275
mourn,-7.875417779144695
slunk,-7.875754316761252
uncle,-7.875771651052441
poked,-7.87622739645416
mazer,-7.8766255324811745
swami,-7.876934255368762
swarf,-7.877027748038893
knops,-7.877041156587274
wheat,-7.877117073949451
cordy,-7.877214484703447
twice,-7.877550482805147
drawl,-7.8776169230097555
lilts,-7.877701843011584
inlay,-7.878131675683305
syrup,-7.87845477691024
guide,-7.878674264914912
parch,-7.878704859111089
olios,-7.878884240292453
picot,-7.878977006353732
litho,-7.87951196738604
ducat,-7.879585213035534
palls,-7.880131470595552
areal,-7.880845282962601
spats,-7.881029647253041
flake,-7.88134007925885
waged,-7.881545791197148
preps,-7.881598215116917
unsay,-7.882105810833014
paved,-7.883020073741398
stall,-7.8830408137946355
kiths,-7.883275440739008
stoat,-7.883296620741025
viral,-7.883525375179958
yokel,-7.883786818756892
burgs,-7.88450238729136
phial,-7.8848378526189675
decoy,-7.885027960356471
rangy,-7.88523242801525
dungs,-7.885251255498864
knelt,-7.885265799928922
cress,-7.8856392213776285
souls,-7.886153603681588
bunds,-7.886200668489076
somas,-7.886417100898415
backs,-7.886969274575449
amino,-7.88727608638753
plugs,-7.887833972887535
serfs,-7.887961485402876
prove,-7.888303960698337
raper,-7.888337265545429
gifts,-7.889097340669069
typed,-7.889258485349738
cedes,-7.889402089435901
lived,-7.889457750439288
gnaws,-7.889738995338438
pubis,-7.889844493144055
press,-7.88986879876846
hover,-7.890177789964767
roost,-7.890780416285248
arena,-7.891082672575825
scats,-7.8913900838432705
viper,-7.891411823478293
flash,-7.891499709563166
fiend,-7.891987953606348
derby,-7.892173177593829
flogs,-7.892776105051421
fibre,-7.892881314089939
axled,-7.893415885279549
civet,-7.893441461272614
clerk,-7.893634268955421
pewit,-7.893638911121623
tiara,-7.893717756087686
sleep,-7.8939735488028475
horny,-7.894053098204584
shift,-7.894120194947293
bosun,-7.894403853518255
huger,-7.894592122446128
clubs,-7.894768928755139
scrum,-7.8948758674305175
donee,-7.894992598243259
aurae,-7.895048523599519
owned,-7.89528699303446
winey,-7.895448075163845
steed,-7.89612267100924
women,-7.896133894917373
began,-7.896341163423705
ferny,-7.896398730153198
overt,-7.896861998747807
flyer,-7.896984383340072
buyer,-7.897355819460543
ruche,-7.897988936087973
talky,-7.898966741903852
bowel,-7.899133733096479
paper,-7.899208634272686
wrath,-7.899626235641429
flesh,-7.899841900758689
tromp,-7.899934444418652
pests,-7.899940677322912
rodeo,-7.900375947364863
tacts,-7.901256622904592
ombre,-7.901468472178146
bruit,-7.901922280272538
withs,-7.9020066801636855
hazer,-7.9030166531677635
sibyl,-7.903258170766695
mount,-7.903294191875059
twain,-7.903567560287175
crank,-7.904153543586308
maven,-7.904170689980975
aorta,-7.904440644285699
gavel,-7.904514862907732
oasis,-7.904540974535024
waver,-7.904823955875597
stock,-7.904934609966118
suits,-7.905245506862922
homey,-7.905394991144927
snits,-7.905419097465568
olive,-7.905696203871848
combs,-7.905977620174688
white,-7.906964272269633
beach,-7.907566455571532
harpy,-7.9077087440873
sheet,-7.907868267933478
prank,-7.907891842349824
runty,-7.908035326553891
primo,-7.908035477115131
peaky,-7.908935180888712
bueno,-7.9089440774412525
dicks,-7.90894831883479
blows,-7.909686956729219
buoys,-7.910015904472451
dudes,-7.9100590505875665
focus,-7.910143035226205
globe,-7.910241836429616
dozer,-7.910348142891739
pesos,-7.910363121908158
sauna,-7.910797097663394
depth,-7.911137539388236
whole,-7.911459458806618
tarot,-7.911653121529512
drawn,-7.912186670208009
casts,-7.912207779397159
acked,-7.912612178301788
pocks,-7.912949951565146
dated,-7.913208409312961
hyena,-7.913385784769935
unarc,-7.91344774900649
fixes,-7.913991294073788
tacet,-7.914909245396714
beamy,-7.91510666751123
corer,-7.915384811704838
nisei,-7.915521919219936
freak,-7.916006217805876
ankhs,-7.916485916432219
dusty,-7.9177276201490026
micro,-7.917778016061025
three,-7.918179774295176
wreak,-7.918277517088249
nicks,-7.918321819973145
ghost,-7.918336011551943
niche,-7.918611018960833
rille,-7.918896711249485
rasps,-7.918987031625835
pengo,-7.919324204538494
plume,-7.919559820018124
maxis,-7.919564739691882
gnash,-7.919742176249442
deeps,-7.920111577746764
chefs,-7.920119118861365
study,-7.920120908626248
dense,-7.920156181699388
turbo,-7.9203866245800985
haven,-7.920542769997413
quals,-7.920689833246584
slams,-7.920787818362716
glows,-7.920962619103475
unlit,-7.921168501999739
muxes,-7.921307026231539
reefs,-7.921672123891142
direr,-7.921772717599615
crush,-7.92207484266692
aitch,-7.922267459977714
chaws,-7.922321502924572
begot,-7.9224983878444455
lubra,-7.92303060569466
candy,-7.923731188536277
reran,-7.924131795853119
darky,-7.9246814514031305
styes,-7.924873564935268
amity,-7.925438536448407
dunks,-7.925468659977549
faith,-7.925538821120639
frees,-7.925650651300723
dwelt,-7.925973426594725
frosh,-7.926051894616993
unapt,-7.926136947337325
bitsy,-7.926512733463119
genes,-7.926888273472213
jokes,-7.927350842436205
tulip,-7.927432161878114
aptly,-7.9275955908821345
yourn,-7.927743247349427
pasts,-7.927800202300953
siege,-7.928125928842277
barer,-7.928163281705837
audio,-7.92865171580385
hinge,-7.928882556259363
bloke,-7.930200629864386
habit,-7.93032042655193
tubal,-7.931027739667613
cheap,-7.931805663861831
rawly,-7.932433197498957
eaten,-7.932705021709573
gowns,-7.93278942207141
bleak,-7.932900054811769
while,-7.932993638113889
grind,-7.933162347744821
final,-7.933177413842318
algin,-7.933194633665375
gluey,-7.933716378157933
decaf,-7.933852325046499
ladle,-7.934105667820106
solon,-7.93418370304236
tangy,-7.934815458640679
slash,-7.936129730363547
refly,-7.936850118784521
askew,-7.936990189419534
waken,-7.93713836330843
scudi,-7.937429860451487
houri,-7.937821004881117
nutsy,-7.937913915115232
exalt,-7.938121770617199
klieg,-7.938126285740911
gourd,-7.93819750859687
semen,-7.938870316848957
sewer,-7.938976297984159
chain,-7.939522253361443
grubs,-7.940023686694681
azine,-7.940435646679235
vined,-7.940816827950568
glees,-7.9408728321527695
turdy,-7.941262429232503
glint,-7.941287495888417
slump,-7.9414665189642015
keels,-7.941477490260503
voice,-7.941888099900709
manic,-7.94225192269789
birth,-7.942288052568786
drier,-7.942366980563847
wince,-7.942400617097891
video,-7.9428393051337505
hiver,-7.942866581006837
maybe,-7.942992378477241
madly,-7.943264729237725
hells,-7.9436363273060735
chews,-7.944126779118321
ducal,-7.94416047038664
admit,-7.944190733292133
twirl,-7.944344523502945
coots,-7.944497801458871
built,-7.944510275627738
debut,-7.9446027677538655
guano,-7.94497575911567
fraud,-7.9452167718149065
burnt,-7.945382889304442
stick,-7.945553370056603
jerks,-7.945625387295756
agree,-7.9459667177879
mould,-7.9459863752741215
oring,-7.946660792327119
march,-7.946969953880523
lamas,-7.947359062691201
suede,-7.947379761953536
broth,-7.947454930723153
crawl,-7.947966496103085
mousy,-7.948049473022095
spicy,-7.9483258415186
cloth,-7.948718334331248
scowl,-7.949093662780634
malls,-7.949709669746164
mowed,-7.949765713060866
datum,-7.950271340973824
twigs,-7.950357653235923
rival,-7.950371624101941
bogus,-7.950711506174498
leeks,-7.950994482078237
fermi,-7.9520773253761154
chasm,-7.952425322177667
moors,-7.9525780067430105
soyas,-7.952678610157625
fowls,-7.952851790938869
laded,-7.953292743515378
yawps,-7.953551294799139
risky,-7.953648256273445
forty,-7.953941259409638
title,-7.9550520949607275
lycra,-7.955142570565309
lists,-7.955478781518756
guilt,-7.955986826604889
swank,-7.956025318632168
speck,-7.956143955582157
tucks,-7.956431984792912
views,-7.9564514564792495
cloak,-7.956910769286464
cloud,-7.95691871582426
terce,-7.956970683841907
girth,-7.957635180696085
facto,-7.957894496363274
wiped,-7.958028883580175
gnome,-7.958402901551996
boric,-7.9586970718343695
feels,-7.95877337888561
nexus,-7.958879546721808
cools,-7.958911619103709
soaks,-7.959085610676108
polka,-7.959112403939155
deter,-7.95930340320426
shaky,-7.959990250843172
moose,-7.960449745341919
unarm,-7.960537640882879
ileum,-7.96072220489003
whams,-7.960982366965687
fetes,-7.96132011019203
cabin,-7.961456418632991
drift,-7.961571386353296
wheal,-7.962132424137542
deems,-7.963072223359179
wetly,-7.963110066987623
thugs,-7.963318413593844
polos,-7.9638194792825265
login,-7.964052007479794
scuba,-7.964086031971261
cramp,-7.964266859925488
dross,-7.964477475205031
gazer,-7.964502827219808
chord,-7.965414091715023
pools,-7.965759542239738
tints,-7.966134928494846
forma,-7.966205505852891
lapel,-7.966279040133104
luaus,-7.966293535873706
stung,-7.966351603470034
voila,-7.966409374610048
shrug,-7.967089646663104
frond,-7.967131939916178
pound,-7.967171634299185
bacon,-7.967670864967298
harum,-7.967907156984319
hotly,-7.968025997037344
exist,-7.968075929516696
memos,-7.969393309473236
ashes,-7.969454328255701
girly,-7.969636944368686
gibed,-7.9700802454979005
fumer,-7.97022466767021
barbs,-7.97035941449628
stunk,-7.970467871349979
hyper,-7.97051558221435
dolls,-7.97075734276702
wonks,-7.971117103982611
coven,-7.971796698260571
chary,-7.97213122211543
oboes,-7.972322927775154
azure,-7.972548365364818
twerp,-7.972757086404955
sabra,-7.97288783339925
aspic,-7.9730915798498545
truer,-7.973186072144849
treed,-7.973627221677142
saxes,-7.974262203373482
shack,-7.974649021394191
poach,-7.974793934050393
blurt,-7.975087592369734
gismo,-7.975291462294577
topic,-7.975546112460621
cocas,-7.976124412909273
slurs,-7.976464369774211
fatly,-7.97683016574491
valid,-7.976966387924904
maize,-7.9772764713551965
halls,-7.977526416284847
brisk,-7.977777309207624
galas,-7.9780073126645945
dried,-7.978343777520618
swive,-7.978565170024706
bowie,-7.978847482010612
picks,-7.979305182518449
maims,-7.979381589018969
mocks,-7.979783058140422
natch,-7.979802780042633
purty,-7.979805400321656
typal,-7.98017511188204
lefty,-7.980383203247687
mashy,-7.981286561020083
corgi,-7.982016172411546
chafe,-7.982065000489565
dumps,-7.982230530806006
lucks,-7.983027321745859
croft,-7.9833031413810875
snoot,-7.984014625012255
waked,-7.9846278963887
class,-7.985219686802386
bells,-7.986132817844277
steps,-7.986594327430168
viola,-7.986707452708359
touts,-7.9867220005284745
shrub,-7.986725844400937
juste,-7.987035419221266
cleft,-7.98738269162191
joist,-7.987957104372614
slays,-7.9883739821716775
drear,-7.988565855258023
binge,-7.988621784946999
faked,-7.988772210175098
chime,-7.988892420765322
miked,-7.988962161824937
trait,-7.990016244481495
scrub,-7.990034295370876
sluts,-7.990051900636847
newsy,-7.990296234659724
dhows,-7.991083405597879
crier,-7.991375713952843
smack,-7.991622861627537
obeah,-7.991883417093374
spans,-7.992756540324483
brunt,-7.99292745884671
gimps,-7.993009134652988
awoke,-7.993277390831242
blond,-7.993538986801923
rooms,-7.993548035399903
about,-7.993780032350602
hulks,-7.9939216946562945
tecum,-7.9943952558430915
hovel,-7.994454136170975
prier,-7.99557106226222
masts,-7.996727409178429
vapor,-7.996902351642483
graft,-7.9972397803149935
puree,-7.997357456907061
kivas,-7.997680523498808
funds,-7.997713813813986
glory,-7.998413108510796
scans,-7.998512708941053
neigh,-7.998617299178845
veldt,-7.9986220742643095
forth,-7.998726703410096
slags,-7.998775986716589
medic,-7.999030930387678
lingo,-7.999296491768714
urban,-7.999316378291083
kings,-7.999812251409104
selfs,-8.00003219705711
baldy,-8.001103909009837
pokey,-8.001509809544698
until,-8.001747278524023
conga,-8.001782229843487
ester,-8.002317304725716
china,-8.002366431090767
perky,-8.002712150010343
snowy,-8.003089625572825
toted,-8.003263417075177
braze,-8.003466369593012
punks,-8.003517151060123
vases,-8.003676408566237
sally,-8.004468181889626
worth,-8.004577628832921
clove,-8.004720749699164
snaps,-8.004997936913954
scene,-8.005103405184165
giver,-8.005367556588839
runic,-8.005673352864951
franc,-8.006478546089387
palmy,-8.006996824454365
inked,-8.007070149777164
topos,-8.007886305717273
fruit,-8.00805214944172
prawn,-8.008473904611835
situs,-8.008935307656623
elite,-8.009937618798782
unsee,-8.010335718984571
davit,-8.011091133759878
grunt,-8.011280731542254
pesky,-8.011772456540804
badly,-8.011979892832125
croup,-8.012191381325932
peter,-8.013087434942532
wings,-8.013425745732196
heeds,-8.013652026101607
hazel,-8.013696612967388
doing,-8.014099672548067
cubed,-8.014554491838918
hiked,-8.014655295280841
thats,-8.014803171931117
fisty,-8.015865734903034
quais,-8.015908485278908
moots,-8.016042559629913
vault,-8.01650609186142
flask,-8.016523543641158
hocks,-8.017297184606438
vamps,-8.017794432076519
firma,-8.018514396669618
pasta,-8.018570683252085
doled,-8.018632527260518
yoked,-8.019133866482857
vital,-8.019519706788198
steep,-8.01957922865525
hypos,-8.0196601878914
knobs,-8.01986194433355
lurer,-8.019926400557448
barmy,-8.0200776541757
bodge,-8.02049070893454
graze,-8.021057095261705
slabs,-8.021709542687013
clang,-8.021815274619444
joeys,-8.022332221743135
retro,-8.022408504791908
slops,-8.022695085239581
curly,-8.02286196345714
eyers,-8.023540925641992
rider,-8.023791868128399
aided,-8.02414364246575
shown,-8.02472907090076
dread,-8.025339808253179
flows,-8.02580553078646
otter,-8.025876744387588
bowed,-8.026149066751449
balls,-8.026319514009256
dreck,-8.026621603945667
culpa,-8.027038215266357
vitro,-8.027311601714914
flour,-8.027429287192376
month,-8.028616470996415
keens,-8.028969971171495
drink,-8.02904165244357
cross,-8.029824471579442
props,-8.030197630723338
whine,-8.030670465116776
mungs,-8.031332528001364
devil,-8.031847796807748
wises,-8.032801844110528
mound,-8.032836738606479
clank,-8.032878432087408
tawny,-8.03289157377699
brass,-8.033369055835713
galls,-8.033394126810025
loops,-8.03346138694637
beset,-8.033863805488263
boors,-8.03417366137499
crocs,-8.034448177853537
focal,-8.03445894594404
plush,-8.034773316957368
handy,-8.03514582207119
sulky,-8.035487284056313
locos,-8.035557692884355
plank,-8.035599663063698
lanky,-8.036049392062965
yells,-8.036420301957694
dills,-8.036826826724655
pilaf,-8.037348673031651
serve,-8.037440365677478
spots,-8.037632643027308
stool,-8.037771207726923
zoned,-8.037923568188168
waive,-8.038048570139981
being,-8.038345115291428
trick,-8.038351869226192
coons,-8.03899069543684
stems,-8.04002858227803
grapy,-8.040478722618667
polls,-8.041102733915576
unbar,-8.04123004867822
wanly,-8.041372086965923
secco,-8.041489259193389
upend,-8.04200157437695
movie,-8.042171329657277
flint,-8.042470031677885
fifes,-8.042655264452334
swamp,-8.042743072285694
patch,-8.04292825170163
extra,-8.043186629429886
umber,-8.043271220974825
omega,-8.043588578009244
roper,-8.04386592827812
bulks,-8.043963077682582
micks,-8.0440969789217
porch,-8.044444781074102
sheen,-8.044506134567678
kikes,-8.044525680578586
elfin,-8.044585876060596
musty,-8.044662856943999
bogey,-8.04561208742155
scuse,-8.045887727405391
flees,-8.04617024000495
eaves,-8.046284610575954
truss,-8.046408192386567
slips,-8.046412184409837
muses,-8.047669392558307
befit,-8.047991266132106
taxol,-8.048239428004276
mango,-8.048389380747533
lucid,-8.049105585102998
duvet,-8.049294311302194
tunic,-8.04933900037494
bests,-8.04950341350066
stash,-8.049576295943856
ruler,-8.049847340842577
winks,-8.049892307012014
faxer,-8.049898782395475
blind,-8.050071992538802
